entry1,entry2
DB00846,DB00732
DB01255,DB00924
DB00937,DB01151
DB00191,DB00458
DB00937,DB00321
DB00182,DB00540
DB01133,DB06696
DB00630,DB06810
DB00710,DB00479
DB09138,DB06263
DB00630,DB03615
DB00697,DB00612
DB01200,DB00866
DB00449,DB01193
DB00575,DB01136
DB01267,DB00195
DB01045,DB06209
DB00295,DB00758
DB00199,DB00758
DB00736,DB00758
DB06441,DB06209
DB13167,DB00685
DB12598,DB01059
DB01097,DB00487
DB06802,DB00779
DB00749,DB00817
DB00932,DB00977
DB00932,DB00890
DB00932,DB01357
DB00619,DB00448
DB00932,DB00255
DB09216,DB00903
DB09288,DB00214
DB01435,DB00214
DB01050,DB00214
DB00812,DB00887
DB01203,DB01136
DB00488,DB00321
DB01355,DB00999
DB01203,DB06207
DB09477,DB01235
DB00968,DB00182
DB00968,DB00780
DB00968,DB00805
DB00968,DB09241
DB00968,DB00614
DB00295,DB00268
DB00628,DB00765
DB00633,DB00413
DB04842,DB00765
DB00312,DB00268
DB08881,DB01035
DB08881,DB09245
DB04844,DB05294
DB00539,DB00679
DB01100,DB05294
DB00687,DB08868
DB04868,DB08868
DB00620,DB08868
DB05260,DB08895
DB00853,DB08895
DB01356,DB00726
DB01356,DB00508
DB01356,DB09286
DB01356,DB01608
DB01356,DB01142
DB06288,DB09000
DB00391,DB01238
DB06288,DB00334
DB00391,DB01239
DB00391,DB01623
DB00960,DB00328
DB09477,DB00945
DB01193,DB00605
DB01203,DB08880
DB01297,DB00554
DB00727,DB06267
DB00727,DB00820
DB01020,DB00898
DB01613,DB00203
DB01613,DB06237
DB01081,DB09290
DB00496,DB09290
DB00295,DB09290
DB12278,DB09290
DB00327,DB09290
DB00565,DB01421
DB01337,DB01082
DB01337,DB01578
DB00483,DB00694
DB11156,DB06696
DB01626,DB00454
DB09241,DB00454
DB00614,DB00454
DB00805,DB00454
DB01367,DB00454
DB00421,DB00091
DB00384,DB00091
DB00594,DB00091
DB00384,DB00864
DB00594,DB00864
DB01016,DB01032
DB00222,DB01032
DB01289,DB01032
DB00252,DB01327
DB01067,DB01032
DB09245,DB00289
DB00780,DB00289
DB01367,DB00289
DB09241,DB00289
DB09244,DB00289
DB08824,DB00472
DB08824,DB00715
DB08824,DB00285
DB08824,DB01175
DB08824,DB00215
DB00960,DB06709
DB00866,DB06709
DB01193,DB06709
DB00489,DB06709
DB01295,DB06709
DB01041,DB06595
DB01253,DB04868
DB01319,DB00176
DB06789,DB00254
DB00589,DB09074
DB00227,DB06817
DB01098,DB01394
DB00227,DB01393
DB13873,DB06817
DB01095,DB09055
DB00477,DB00875
DB00945,DB03619
DB00892,DB09085
DB00542,DB00605
DB00922,DB00790
DB08882,DB00230
DB00672,DB00230
DB00284,DB00230
DB00222,DB00230
DB01067,DB00230
DB00910,DB01406
DB00910,DB00999
DB06410,DB00232
DB01070,DB00524
DB00910,DB01325
DB06204,DB00889
DB00193,DB00377
DB00193,DB00904
DB00193,DB00889
DB00193,DB11699
DB01283,DB08918
DB00749,DB00472
DB05266,DB00972
DB00261,DB01088
DB09030,DB01296
DB00202,DB00454
DB00843,DB00968
DB01043,DB00489
DB00280,DB04846
DB01057,DB01203
DB01325,DB08918
DB01325,DB04896
DB00524,DB00472
DB01021,DB01175
DB00436,DB04896
DB00796,DB00700
DB00796,DB00421
DB00796,DB00808
DB00796,DB09338
DB00796,DB01021
DB00244,DB08984
DB00864,DB06739
DB01600,DB09449
DB01014,DB00688
DB00945,DB09449
DB00544,DB01092
DB05265,DB01078
DB06791,DB01078
DB00398,DB00390
DB01155,DB01078
DB00809,DB00761
DB01409,DB00761
DB11315,DB00761
DB00209,DB00761
DB00967,DB00761
DB01324,DB11362
DB01247,DB06268
DB01037,DB00214
DB00524,DB06826
DB00182,DB00373
DB00182,DB00734
DB00182,DB00450
DB09352,DB06016
DB09352,DB06216
DB01255,DB00933
DB00661,DB00950
DB00727,DB00699
DB00727,DB01200
DB00727,DB01186
DB00727,DB01253
DB00993,DB00519
DB01229,DB00526
DB00993,DB00492
DB01033,DB00993
DB06772,DB00526
DB01253,DB00889
DB01175,DB00854
DB00854,DB00150
DB01200,DB00757
DB01104,DB01356
DB00802,DB06767
DB00497,DB06767
DB00921,DB06767
DB01551,DB06767
DB00611,DB06767
DB06228,DB04865
DB06605,DB13783
DB06154,DB13783
DB12364,DB00285
DB12364,DB04951
DB00467,DB13142
DB09414,DB06723
DB01044,DB11348
DB01059,DB00326
DB00933,DB03754
DB00091,DB00700
DB01395,DB00784
DB00876,DB00440
DB00421,DB00384
DB09477,DB09220
DB00652,DB01365
DB01466,DB01576
DB00921,DB00937
DB00854,DB01255
DB01433,DB01576
DB06789,DB00569
DB00712,DB09211
DB06148,DB01202
DB00334,DB09038
DB00784,DB00999
DB06152,DB01200
DB01366,DB00353
DB06764,DB01367
DB00937,DB01247
DB00572,DB00752
DB00684,DB01250
DB01255,DB00703
DB00452,DB09212
DB00258,DB00880
DB00479,DB00936
DB00515,DB01156
DB09123,DB09048
DB01142,DB06228
DB00872,DB00864
DB00880,DB01116
DB00959,DB08804
DB09095,DB01420
DB00896,DB01185
DB08905,DB06718
DB00596,DB00624
DB09146,DB00720
DB09280,DB01167
DB08899,DB00531
DB09026,DB00695
DB08881,DB05541
DB09352,DB00792
DB00191,DB01620
DB01365,DB00835
DB01365,DB01114
DB01205,DB00425
DB00623,DB06695
DB13879,DB06695
DB00850,DB06702
DB01103,DB06695
DB09054,DB04946
DB09063,DB09091
DB09063,DB00846
DB09063,DB06781
DB09063,DB00394
DB09063,DB01013
DB09244,DB00899
DB01171,DB00708
DB00614,DB00802
DB01171,DB00899
DB09245,DB00813
DB06589,DB09270
DB00649,DB00811
DB00709,DB00811
DB00091,DB06710
DB05528,DB00675
DB01041,DB00890
DB00480,DB00255
DB04573,DB01628
DB01395,DB00302
DB00302,DB01196
DB09167,DB00451
DB01092,DB11093
DB00390,DB00326
DB00390,DB00728
DB00726,DB01583
DB13139,DB00524
DB00180,DB00436
DB11921,DB01021
DB01380,DB00214
DB01102,DB00310
DB00540,DB01365
DB09167,DB01365
DB00726,DB00610
DB00726,DB00211
DB01142,DB00388
DB04896,DB00697
DB01338,DB00486
DB00486,DB00867
DB04896,DB06262
DB00476,DB09080
DB00437,DB01340
DB00437,DB00519
DB00437,DB09477
DB00437,DB00881
DB00437,DB00584
