entry1,entry2
CHEMBL378627,P54646
CHEMBL378627,Q05655
CHEMBL378627,Q06187
CHEMBL378627,Q13131
CHEMBL378627,Q14680
CHEMBL378627,Q16513
CHEMBL378627,Q16620
CHEMBL378627,Q16644
CHEMBL378627,Q96KB5
CHEMBL378627,Q9BZL6
CHEMBL378627,Q9H2G2
CHEMBL378627,Q9H4B4
CHEMBL378627,Q9HAZ1
CHEMBL378627,Q9NWZ3
CHEMBL378627,Q9P1W9
CHEMBL1084546,O14757
CHEMBL1084546,O14965
CHEMBL1084546,O15075
CHEMBL1084546,O75582
CHEMBL1084546,P00519
CHEMBL1084546,P06239
CHEMBL1084546,P06493
CHEMBL1084546,P08069
CHEMBL1084546,P08581
CHEMBL1084546,P08922
CHEMBL1084546,P11362
CHEMBL1084546,P16234
CHEMBL1084546,P17948
CHEMBL1084546,P23443
CHEMBL1084546,P29597
CHEMBL1084546,P43405
CHEMBL1084546,P48730
CHEMBL1084546,P51617
CHEMBL1084546,P51955
CHEMBL1084546,P53778
CHEMBL1084546,Q05655
CHEMBL1084546,Q06187
CHEMBL1084546,Q13131
CHEMBL1084546,Q14680
CHEMBL1084546,Q16513
CHEMBL1084546,Q16539
CHEMBL1084546,Q16620
CHEMBL1084546,Q16644
CHEMBL1084546,Q9BZL6
CHEMBL1084546,Q9H2G2
CHEMBL1084546,Q9HAZ1
CHEMBL1084546,Q9NWZ3
CHEMBL1084546,Q9P1W9
CHEMBL1090356,O14757
CHEMBL1090356,O14965
CHEMBL1090356,O15075
CHEMBL1090356,O75582
CHEMBL1090356,P00519
CHEMBL1090356,P06239
CHEMBL1090356,P06493
CHEMBL1090356,P08069
CHEMBL1090356,P08581
CHEMBL1090356,P08922
CHEMBL1090356,P11362
CHEMBL1090356,P17948
CHEMBL1090356,P23443
CHEMBL1090356,P29597
CHEMBL1090356,P43405
CHEMBL1090356,P48730
CHEMBL1090356,P51617
CHEMBL1090356,P51955
CHEMBL1090356,P53778
CHEMBL1090356,Q05655
CHEMBL1090356,Q06187
CHEMBL1090356,Q13131
CHEMBL1090356,Q14680
CHEMBL1090356,Q16513
CHEMBL1090356,Q16620
CHEMBL1090356,Q16644
CHEMBL1090356,Q96KB5
CHEMBL1090356,Q9BZL6
CHEMBL1090356,Q9H2G2
CHEMBL1090356,Q9H4B4
CHEMBL1090356,Q9HAZ1
CHEMBL1090356,Q9NWZ3
CHEMBL1090356,Q9P1W9
CHEMBL117697,O14757
CHEMBL117697,O14965
CHEMBL117697,O15075
CHEMBL117697,O75582
CHEMBL117697,P00519
CHEMBL117697,P06239
CHEMBL117697,P06493
CHEMBL117697,P08069
CHEMBL117697,P08581
CHEMBL117697,P08922
CHEMBL117697,P11362
CHEMBL117697,P16234
CHEMBL117697,P17948
CHEMBL117697,P23443
CHEMBL117697,P29597
CHEMBL117697,P43405
CHEMBL117697,P48730
CHEMBL117697,P51617
CHEMBL117697,P51955
CHEMBL117697,P53778
CHEMBL117697,Q05655
CHEMBL117697,Q06187
CHEMBL117697,Q13131
CHEMBL117697,Q14680
CHEMBL117697,Q16513
CHEMBL117697,Q16539
CHEMBL117697,Q16620
CHEMBL117697,Q16644
CHEMBL117697,Q96KB5
CHEMBL117697,Q9BZL6
CHEMBL117697,Q9H2G2
CHEMBL117697,Q9H4B4
CHEMBL117697,Q9HAZ1
CHEMBL117697,Q9NWZ3
CHEMBL117697,Q9P1W9
CHEMBL1230122,O14757
CHEMBL1230122,O14965
CHEMBL1230122,O15075
CHEMBL1230122,O75582
CHEMBL1230122,P00519
CHEMBL1230122,P06239
CHEMBL1230122,P06493
CHEMBL1230122,P08069
CHEMBL1230122,P08581
CHEMBL1230122,P08922
CHEMBL1230122,P11362
CHEMBL1230122,P17948
CHEMBL1230122,P23443
CHEMBL1230122,P29597
CHEMBL1230122,P43405
CHEMBL1230122,P48730
CHEMBL1230122,P49674
CHEMBL1230122,P51617
CHEMBL1230122,P51955
CHEMBL1230122,P53778
CHEMBL1230122,Q05655
CHEMBL1230122,Q06187
CHEMBL1230122,Q13131
CHEMBL1230122,Q14680
CHEMBL1230122,Q16513
CHEMBL1230122,Q16539
CHEMBL1230122,Q16620
CHEMBL1230122,Q16644
CHEMBL1230122,Q96KB5
CHEMBL1230122,Q9BZL6
CHEMBL1230122,Q9H2G2
CHEMBL1230122,Q9H4B4
CHEMBL1230122,Q9HAZ1
CHEMBL1230122,Q9NWZ3
CHEMBL1230122,Q9P1W9
CHEMBL1825138,O14757
CHEMBL1825138,O14965
CHEMBL1825138,O15075
CHEMBL1825138,O75582
CHEMBL1825138,P00519
CHEMBL1825138,P06239
CHEMBL1825138,P06493
CHEMBL1825138,P08069
CHEMBL1825138,P08581
CHEMBL1825138,P08922
CHEMBL1825138,P11362
CHEMBL1825138,P16234
CHEMBL1825138,P17948
CHEMBL1825138,P23443
CHEMBL1825138,P29597
CHEMBL1825138,P43405
CHEMBL1825138,P48730
CHEMBL1825138,P51617
CHEMBL1825138,P51955
CHEMBL1825138,P53778
CHEMBL1825138,Q05655
CHEMBL1825138,Q06187
CHEMBL1825138,Q13131
CHEMBL1825138,Q14680
CHEMBL1825138,Q16513
CHEMBL1825138,Q16539
CHEMBL1825138,Q16620
CHEMBL1825138,Q16644
CHEMBL1825138,Q96KB5
CHEMBL1825138,Q9BZL6
CHEMBL1825138,Q9H2G2
CHEMBL1825138,Q9H4B4
CHEMBL1825138,Q9HAZ1
CHEMBL1825138,Q9NWZ3
CHEMBL1825138,Q9P1W9
CHEMBL196363,O14757
CHEMBL196363,O14965
CHEMBL196363,O15075
CHEMBL196363,O75582
CHEMBL196363,P00519
CHEMBL196363,P06239
CHEMBL196363,P06493
CHEMBL196363,P08069
CHEMBL196363,P08581
CHEMBL196363,P08922
CHEMBL196363,P11362
CHEMBL196363,P16234
CHEMBL196363,P17948
CHEMBL196363,P23443
CHEMBL196363,P29597
CHEMBL196363,P43405
CHEMBL196363,P48730
CHEMBL196363,P51617
CHEMBL196363,P51955
CHEMBL196363,P53778
CHEMBL196363,Q05655
CHEMBL196363,Q06187
CHEMBL196363,Q13131
CHEMBL196363,Q14680
CHEMBL196363,Q16513
CHEMBL196363,Q16620
CHEMBL196363,Q16644
CHEMBL196363,Q96KB5
CHEMBL196363,Q9BZL6
CHEMBL196363,Q9H2G2
CHEMBL196363,Q9H4B4
CHEMBL196363,Q9HAZ1
CHEMBL196363,Q9NWZ3
CHEMBL196363,Q9P1W9
CHEMBL1965660,O14757
CHEMBL1965660,O14965
CHEMBL1965660,O15075
CHEMBL1965660,P00519
CHEMBL1965660,P06239
CHEMBL1965660,P06493
CHEMBL1965660,P08069
CHEMBL1965660,P08581
CHEMBL1965660,P08922
CHEMBL1965660,P11362
CHEMBL1965660,P16234
CHEMBL1965660,P17948
CHEMBL1965660,P23443
CHEMBL1965660,P29597
CHEMBL1965660,P43405
CHEMBL1965660,P48730
CHEMBL1965660,P51617
CHEMBL1965660,P51955
CHEMBL1965660,P53778
CHEMBL1965660,Q05655
CHEMBL1965660,Q06187
CHEMBL1965660,Q13131
CHEMBL1965660,Q14680
CHEMBL1965660,Q16513
CHEMBL1965660,Q16539
CHEMBL1965660,Q16620
CHEMBL1965660,Q16644
CHEMBL1965660,Q96KB5
CHEMBL1965660,Q9BZL6
CHEMBL1965660,Q9H2G2
CHEMBL1965660,Q9H4B4
CHEMBL1965660,Q9HAZ1
CHEMBL1965660,Q9NWZ3
CHEMBL1965660,Q9P1W9
CHEMBL1969664,O14757
CHEMBL1969664,O14965
CHEMBL1969664,O15075
CHEMBL1969664,O75582
CHEMBL1969664,P06239
CHEMBL1969664,P06493
CHEMBL1969664,P08069
CHEMBL1969664,P08581
CHEMBL1969664,P08922
CHEMBL1969664,P11362
CHEMBL1969664,P16234
CHEMBL1969664,P17948
CHEMBL1969664,P23443
CHEMBL1969664,P29597
CHEMBL1969664,P43405
CHEMBL1969664,P48730
CHEMBL1969664,P51617
CHEMBL1969664,P51955
CHEMBL1969664,P53778
CHEMBL1969664,Q05655
CHEMBL1969664,Q06187
CHEMBL1969664,Q13131
CHEMBL1969664,Q14680
CHEMBL1969664,Q16513
CHEMBL1969664,Q16539
CHEMBL1969664,Q16620
CHEMBL1969664,Q16644
CHEMBL1969664,Q96KB5
CHEMBL1969664,Q9BZL6
CHEMBL1969664,Q9H2G2
CHEMBL1969664,Q9H4B4
CHEMBL1969664,Q9HAZ1
CHEMBL1969664,Q9NWZ3
CHEMBL1969664,Q9P1W9
CHEMBL1971943,O14757
CHEMBL1971943,O14965
CHEMBL1971943,O15075
CHEMBL1971943,P00519
CHEMBL1971943,P06239
CHEMBL1971943,P06493
CHEMBL1971943,P08069
CHEMBL1971943,P08581
CHEMBL1971943,P08922
CHEMBL1971943,P11362
CHEMBL1971943,P16234
CHEMBL1971943,P17948
CHEMBL1971943,P23443
CHEMBL1971943,P29597
CHEMBL1971943,P43405
CHEMBL1971943,P48730
CHEMBL1971943,P51617
CHEMBL1971943,P51955
CHEMBL1971943,P53778
CHEMBL1971943,Q05655
CHEMBL1971943,Q06187
CHEMBL1971943,Q13131
CHEMBL1971943,Q14680
CHEMBL1971943,Q16513
CHEMBL1971943,Q16539
CHEMBL1971943,Q16620
CHEMBL1971943,Q16644
CHEMBL1971943,Q96KB5
CHEMBL1971943,Q9BZL6
CHEMBL1971943,Q9H2G2
CHEMBL1971943,Q9H4B4
CHEMBL1971943,Q9HAZ1
CHEMBL1971943,Q9NWZ3
CHEMBL1971943,Q9P1W9
CHEMBL1974328,O14757
CHEMBL1974328,O14965
CHEMBL1974328,O15075
CHEMBL1974328,O75582
CHEMBL1974328,P00519
CHEMBL1974328,P06239
CHEMBL1974328,P06493
CHEMBL1974328,P08069
CHEMBL1974328,P08581
CHEMBL1974328,P08922
CHEMBL1974328,P11362
CHEMBL1974328,P16234
CHEMBL1974328,P17948
CHEMBL1974328,P23443
CHEMBL1974328,P29597
CHEMBL1974328,P48730
CHEMBL1974328,P51617
CHEMBL1974328,P51955
CHEMBL1974328,P53778
CHEMBL1974328,Q05655
CHEMBL1974328,Q06187
CHEMBL1974328,Q13131
CHEMBL1974328,Q14680
CHEMBL1974328,Q16513
CHEMBL1974328,Q16539
CHEMBL1974328,Q16620
CHEMBL1974328,Q16644
CHEMBL1974328,Q96KB5
CHEMBL1974328,Q9BZL6
CHEMBL1974328,Q9H2G2
CHEMBL1974328,Q9H4B4
CHEMBL1974328,Q9HAZ1
CHEMBL1974328,Q9NWZ3
CHEMBL1974328,Q9P1W9
CHEMBL1975121,O14757
CHEMBL1975121,O14965
CHEMBL1975121,O15075
CHEMBL1975121,O75582
CHEMBL1975121,P06239
CHEMBL1975121,P06493
CHEMBL1975121,P08069
CHEMBL1975121,P08581
CHEMBL1975121,P08922
CHEMBL1975121,P11362
CHEMBL1975121,P16234
CHEMBL1975121,P17948
CHEMBL1975121,P23443
CHEMBL1975121,P29597
CHEMBL1975121,P43405
CHEMBL1975121,P48730
CHEMBL1975121,P51617
CHEMBL1975121,P51955
CHEMBL1975121,P53778
CHEMBL1975121,Q05655
CHEMBL1975121,Q06187
CHEMBL1975121,Q13131
CHEMBL1975121,Q14680
CHEMBL1975121,Q16513
CHEMBL1975121,Q16539
CHEMBL1975121,Q16620
CHEMBL1975121,Q16644
CHEMBL1975121,Q96KB5
CHEMBL1975121,Q9BZL6
CHEMBL1975121,Q9H2G2
CHEMBL1975121,Q9H4B4
CHEMBL1975121,Q9HAZ1
CHEMBL1975121,Q9NWZ3
CHEMBL1975121,Q9P1W9
CHEMBL1978448,O14757
CHEMBL1978448,O14965
CHEMBL1978448,O15075
CHEMBL1978448,P00519
CHEMBL1978448,P06239
CHEMBL1978448,P06493
CHEMBL1978448,P08069
CHEMBL1978448,P08581
CHEMBL1978448,P08922
CHEMBL1978448,P11362
CHEMBL1978448,P16234
CHEMBL1978448,P17948
CHEMBL1978448,P23443
CHEMBL1978448,P29597
CHEMBL1978448,P43405
CHEMBL1978448,P48730
CHEMBL1978448,P51617
CHEMBL1978448,P51955
CHEMBL1978448,P53778
CHEMBL1978448,Q05655
CHEMBL1978448,Q06187
CHEMBL1978448,Q13131
CHEMBL1978448,Q14680
CHEMBL1978448,Q16513
CHEMBL1978448,Q16539
CHEMBL1978448,Q16620
CHEMBL1978448,Q16644
CHEMBL1978448,Q96KB5
CHEMBL1978448,Q9BZL6
CHEMBL1978448,Q9H2G2
CHEMBL1978448,Q9H4B4
CHEMBL1978448,Q9HAZ1
CHEMBL1978448,Q9NWZ3
CHEMBL1978448,Q9P1W9
CHEMBL1980391,O14757
CHEMBL1980391,O14965
CHEMBL1980391,O15075
CHEMBL1980391,O75582
CHEMBL1980391,P00519
CHEMBL1980391,P06239
CHEMBL1980391,P06493
CHEMBL1980391,P08069
CHEMBL1980391,P08581
CHEMBL1980391,P08922
CHEMBL1980391,P11362
CHEMBL1980391,P11802
CHEMBL1980391,P16234
CHEMBL1980391,P17948
CHEMBL1980391,P23443
CHEMBL1980391,P29597
CHEMBL1980391,P43405
CHEMBL1980391,P48730
CHEMBL1980391,P51617
CHEMBL1980391,P51955
CHEMBL1980391,P53778
CHEMBL1980391,Q05655
CHEMBL1980391,Q06187
CHEMBL1980391,Q13131
CHEMBL1980391,Q14680
CHEMBL1980391,Q16513
CHEMBL1980391,Q16539
CHEMBL1980391,Q16620
CHEMBL1980391,Q16644
CHEMBL1980391,Q96KB5
CHEMBL1980391,Q9BZL6
CHEMBL1980391,Q9H2G2
CHEMBL1980391,Q9H4B4
CHEMBL1980391,Q9HAZ1
CHEMBL1980391,Q9NWZ3
CHEMBL1980391,Q9P1W9
CHEMBL1981047,O14757
CHEMBL1981047,O14965
CHEMBL1981047,O15075
CHEMBL1981047,O75582
CHEMBL1981047,P00519
CHEMBL1981047,P06239
CHEMBL1981047,P06493
CHEMBL1981047,P08069
CHEMBL1981047,P08581
CHEMBL1981047,P08922
CHEMBL1981047,P11362
CHEMBL1981047,P16234
CHEMBL1981047,P17948
CHEMBL1981047,P23443
CHEMBL1981047,P43405
CHEMBL1981047,P48730
CHEMBL1981047,P51617
CHEMBL1981047,P51955
CHEMBL1981047,P53778
CHEMBL1981047,Q05655
CHEMBL1981047,Q06187
CHEMBL1981047,Q13131
CHEMBL1981047,Q14680
CHEMBL1981047,Q16513
CHEMBL1981047,Q16539
CHEMBL1981047,Q16620
CHEMBL1981047,Q16644
CHEMBL1981047,Q96KB5
CHEMBL1981047,Q9BZL6
CHEMBL1981047,Q9H2G2
CHEMBL1981047,Q9H4B4
CHEMBL1981047,Q9HAZ1
CHEMBL1981047,Q9NWZ3
CHEMBL1981047,Q9P1W9
CHEMBL1982660,O14757
CHEMBL1982660,O14965
CHEMBL1982660,O15075
CHEMBL1982660,O75582
CHEMBL1982660,P00519
CHEMBL1982660,P06239
CHEMBL1982660,P06493
CHEMBL1982660,P08069
CHEMBL1982660,P08581
CHEMBL1982660,P08922
CHEMBL1982660,P11362
CHEMBL1982660,P16234
CHEMBL1982660,P17948
CHEMBL1982660,P23443
CHEMBL1982660,P29597
CHEMBL1982660,P43405
CHEMBL1982660,P48730
CHEMBL1982660,P51617
CHEMBL1982660,P51955
CHEMBL1982660,P53778
CHEMBL1982660,Q05655
CHEMBL1982660,Q06187
CHEMBL1982660,Q13131
CHEMBL1982660,Q14680
CHEMBL1982660,Q16513
CHEMBL1982660,Q16539
CHEMBL1982660,Q16620
CHEMBL1982660,Q16644
CHEMBL1982660,Q96KB5
CHEMBL1982660,Q9BZL6
CHEMBL1982660,Q9H2G2
CHEMBL1982660,Q9H4B4
CHEMBL1982660,Q9HAZ1
CHEMBL1982660,Q9NWZ3
CHEMBL1982660,Q9P1W9
CHEMBL1983111,O14757
CHEMBL1983111,O14965
CHEMBL1983111,O15075
CHEMBL1983111,P00519
CHEMBL1983111,P06239
CHEMBL1983111,P06493
CHEMBL1983111,P08069
CHEMBL1983111,P08581
CHEMBL1983111,P08922
CHEMBL1983111,P11362
CHEMBL1983111,P16234
CHEMBL1983111,P17948
CHEMBL1983111,P23443
CHEMBL1983111,P29597
CHEMBL1983111,P43405
CHEMBL1983111,P48730
CHEMBL1983111,P51617
CHEMBL1983111,P51955
CHEMBL1983111,P53778
CHEMBL1983111,Q05655
CHEMBL1983111,Q06187
CHEMBL1983111,Q13131
CHEMBL1983111,Q14680
CHEMBL1983111,Q16513
CHEMBL1983111,Q16539
CHEMBL1983111,Q16620
CHEMBL1983111,Q16644
CHEMBL1983111,Q96KB5
CHEMBL1983111,Q9BZL6
CHEMBL1983111,Q9H2G2
CHEMBL1983111,Q9H4B4
CHEMBL1983111,Q9HAZ1
CHEMBL1983111,Q9NWZ3
CHEMBL1983111,Q9P1W9
CHEMBL1983923,O14757
CHEMBL1983923,O14965
CHEMBL1983923,O15075
CHEMBL1983923,P00519
CHEMBL1983923,P06239
CHEMBL1983923,P06493
CHEMBL1983923,P08069
CHEMBL1983923,P08581
CHEMBL1983923,P08922
CHEMBL1983923,P11362
CHEMBL1983923,P16234
CHEMBL1983923,P17948
CHEMBL1983923,P23443
CHEMBL1983923,P29597
CHEMBL1983923,P43405
CHEMBL1983923,P48730
CHEMBL1983923,P51617
CHEMBL1983923,P51955
CHEMBL1983923,P53778
CHEMBL1983923,Q05655
CHEMBL1983923,Q06187
CHEMBL1983923,Q13131
CHEMBL1983923,Q14680
CHEMBL1983923,Q16513
CHEMBL1983923,Q16539
CHEMBL1983923,Q16620
CHEMBL1983923,Q16644
CHEMBL1983923,Q96KB5
CHEMBL1983923,Q9BZL6
CHEMBL1983923,Q9H2G2
CHEMBL1983923,Q9H4B4
CHEMBL1983923,Q9HAZ1
CHEMBL1983923,Q9NWZ3
CHEMBL1983923,Q9P1W9
CHEMBL1983945,O14757
CHEMBL1983945,O14965
CHEMBL1983945,O15075
CHEMBL1983945,O75582
CHEMBL1983945,P00519
CHEMBL1983945,P06239
CHEMBL1983945,P08069
CHEMBL1983945,P08581
CHEMBL1983945,P08922
CHEMBL1983945,P11362
CHEMBL1983945,P16234
CHEMBL1983945,P17948
CHEMBL1983945,P23443
CHEMBL1983945,P29597
CHEMBL1983945,P43405
CHEMBL1983945,P48730
CHEMBL1983945,P51617
CHEMBL1983945,P51955
CHEMBL1983945,P53778
CHEMBL1983945,Q05655
CHEMBL1983945,Q06187
CHEMBL1983945,Q13131
CHEMBL1983945,Q14680
CHEMBL1983945,Q16513
CHEMBL1983945,Q16539
CHEMBL1983945,Q16620
CHEMBL1983945,Q16644
CHEMBL1983945,Q96KB5
CHEMBL1983945,Q9BZL6
CHEMBL1983945,Q9H2G2
CHEMBL1983945,Q9H4B4
CHEMBL1983945,Q9HAZ1
CHEMBL1983945,Q9NWZ3
CHEMBL1983945,Q9P1W9
CHEMBL1984038,O14757
CHEMBL1984038,O14965
CHEMBL1984038,O15075
CHEMBL1984038,P00519
CHEMBL1984038,P06239
CHEMBL1984038,P06493
CHEMBL1984038,P08069
CHEMBL1984038,P08581
CHEMBL1984038,P08922
CHEMBL1984038,P11362
CHEMBL1984038,P16234
CHEMBL1984038,P17948
CHEMBL1984038,P23443
CHEMBL1984038,P29597
CHEMBL1984038,P43405
CHEMBL1984038,P48730
CHEMBL1984038,P51617
CHEMBL1984038,P51955
CHEMBL1984038,P53778
CHEMBL1984038,Q05655
CHEMBL1984038,Q06187
CHEMBL1984038,Q13131
CHEMBL1984038,Q14680
CHEMBL1984038,Q16513
CHEMBL1984038,Q16539
CHEMBL1984038,Q16620
CHEMBL1984038,Q16644
CHEMBL1984038,Q96KB5
CHEMBL1984038,Q9BZL6
CHEMBL1984038,Q9H2G2
CHEMBL1984038,Q9H4B4
CHEMBL1984038,Q9HAZ1
CHEMBL1984038,Q9NWZ3
CHEMBL1984038,Q9P1W9
CHEMBL1989708,O14757
CHEMBL1989708,O14965
CHEMBL1989708,O15075
CHEMBL1989708,O75582
CHEMBL1989708,P00519
CHEMBL1989708,P06239
CHEMBL1989708,P06493
CHEMBL1989708,P08069
CHEMBL1989708,P08581
CHEMBL1989708,P08922
CHEMBL1989708,P11362
CHEMBL1989708,P16234
CHEMBL1989708,P17948
CHEMBL1989708,P23443
CHEMBL1989708,P29597
CHEMBL1989708,P43405
CHEMBL1989708,P48730
CHEMBL1989708,P51617
CHEMBL1989708,P51955
CHEMBL1989708,P53778
CHEMBL1989708,Q05655
CHEMBL1989708,Q06187
CHEMBL1989708,Q13131
CHEMBL1989708,Q14680
CHEMBL1989708,Q16513
CHEMBL1989708,Q16539
CHEMBL1989708,Q16620
CHEMBL1989708,Q16644
CHEMBL1989708,Q96KB5
CHEMBL1989708,Q9BZL6
CHEMBL1989708,Q9H2G2
CHEMBL1989708,Q9H4B4
CHEMBL1989708,Q9HAZ1
CHEMBL1989708,Q9NWZ3
CHEMBL1989708,Q9P1W9
CHEMBL1990254,O14757
CHEMBL1990254,O14965
CHEMBL1990254,O15075
CHEMBL1990254,O75582
CHEMBL1990254,P00519
CHEMBL1990254,P06239
CHEMBL1990254,P06493
CHEMBL1990254,P08069
CHEMBL1990254,P08581
CHEMBL1990254,P08922
CHEMBL1990254,P11362
CHEMBL1990254,P16234
CHEMBL1990254,P17948
CHEMBL1990254,P23443
CHEMBL1990254,P29597
CHEMBL1990254,P43405
CHEMBL1990254,P48730
CHEMBL1990254,P51617
CHEMBL1990254,P51955
CHEMBL1990254,P53778
CHEMBL1990254,Q05655
CHEMBL1990254,Q06187
CHEMBL1990254,Q13131
CHEMBL1990254,Q14680
CHEMBL1990254,Q16513
CHEMBL1990254,Q16539
CHEMBL1990254,Q16620
CHEMBL1990254,Q16644
CHEMBL1990254,Q96KB5
CHEMBL1990254,Q9BZL6
CHEMBL1990254,Q9H2G2
CHEMBL1990254,Q9H4B4
CHEMBL1990254,Q9HAZ1
CHEMBL1990254,Q9NWZ3
CHEMBL1990254,Q9P1W9
CHEMBL1990496,O14757
CHEMBL1990496,O14965
CHEMBL1990496,O15075
CHEMBL1990496,O75582
CHEMBL1990496,P00519
CHEMBL1990496,P06239
CHEMBL1990496,P06493
CHEMBL1990496,P08069
CHEMBL1990496,P08581
CHEMBL1990496,P08922
CHEMBL1990496,P11362
CHEMBL1990496,P16234
CHEMBL1990496,P17948
CHEMBL1990496,P23443
CHEMBL1990496,P29597
CHEMBL1990496,P43405
CHEMBL1990496,P48730
CHEMBL1990496,P51617
CHEMBL1990496,P51955
CHEMBL1990496,P53778
CHEMBL1990496,Q05655
CHEMBL1990496,Q06187
CHEMBL1990496,Q13131
CHEMBL1990496,Q14680
CHEMBL1990496,Q16513
CHEMBL1990496,Q16539
CHEMBL1990496,Q16620
CHEMBL1990496,Q16644
CHEMBL1990496,Q96KB5
CHEMBL1990496,Q9BZL6
CHEMBL1990496,Q9H2G2
CHEMBL1990496,Q9H4B4
CHEMBL1990496,Q9HAZ1
CHEMBL1990496,Q9NWZ3
CHEMBL1990496,Q9P1W9
CHEMBL1990885,O14757
CHEMBL1990885,O14965
CHEMBL1990885,O15075
CHEMBL1990885,O75582
CHEMBL1990885,P00519
CHEMBL1990885,P06239
CHEMBL1990885,P06493
CHEMBL1990885,P08069
CHEMBL1990885,P08581
CHEMBL1990885,P08922
CHEMBL1990885,P11362
CHEMBL1990885,P16234
CHEMBL1990885,P17948
CHEMBL1990885,P23443
CHEMBL1990885,P29597
CHEMBL1990885,P43405
CHEMBL1990885,P48730
CHEMBL1990885,P51617
CHEMBL1990885,P51955
CHEMBL1990885,P53778
CHEMBL1990885,Q05655
CHEMBL1990885,Q06187
CHEMBL1990885,Q13131
CHEMBL1990885,Q14680
CHEMBL1990885,Q16513
CHEMBL1990885,Q16539
CHEMBL1990885,Q16620
CHEMBL1990885,Q16644
CHEMBL1990885,Q96KB5
CHEMBL1990885,Q9BZL6
CHEMBL1990885,Q9H2G2
CHEMBL1990885,Q9H4B4
CHEMBL1990885,Q9HAZ1
CHEMBL1990885,Q9NWZ3
CHEMBL1990885,Q9P1W9
CHEMBL1991678,O14757
CHEMBL1991678,O14965
CHEMBL1991678,O15075
CHEMBL1991678,O75582
CHEMBL1991678,P00519
CHEMBL1991678,P06239
CHEMBL1991678,P06493
CHEMBL1991678,P08069
CHEMBL1991678,P08581
CHEMBL1991678,P08922
CHEMBL1991678,P11362
CHEMBL1991678,P16234
CHEMBL1991678,P17948
